,Username,Note,Hotel_Name
3425,OlegS828,3.0,"Hotel Crescent Asahikawa, Asahikawa, Japon"
3426,OlegS828,4.0,"Best Western Sapporo Odori Koen, Sapporo, Japon"
3432,OlegS828,5.0,"APA Hotel Keisei Narita Ekimae, Narita, Japon"
3433,OlegS828,5.0,"Mitsui Annex, Yonago, Japon"
3434,OlegS828,4.0,"APA Hotel Tottori Ekimae, Tottori, Japon"
3435,OlegS828,5.0,"Hotel Mystays Haneda, Ota, Japon"
3437,OlegS828,5.0,"Hotel Sonia Otaru, Otaru, Japon"
3438,OlegS828,4.0,"Nest Hotel Sapporo Odori, Sapporo, Japon"
3441,OlegS828,4.0,"APA Villa Hotel Akasaka-Mitsuke, Akasaka, Japon"
3442,OlegS828,4.0,"Citadines Central Shinjuku Tokyo, Kabukicho, Japon"
3451,Stefan_Le1,5.0,"ANA InterContinental Tokyo, Akasaka, Japon"
3459,Stefan_Le1,5.0,"NOHGA HOTEL UENO TOKYO, Taito, Japon"
3472,Sidneyleee,5.0,"Conrad Osaka, Osaka, Japon"
3473,Sidneyleee,5.0,"The Ritz-Carlton, Kyoto, Kyoto, Japon"
3475,Sidneyleee,5.0,"Conrad Tokyo, Minato, Japon"
3478,Sidneyleee,5.0,"Hokuten no Oka Lake Abashiri Tsuruga Resort, Abashiri, Japon"
3481,Sidneyleee,5.0,"Hotel Naturwald Furano, Furano, Japon"
3482,Sidneyleee,3.0,"Sapporo Grand Hotel, Sapporo, Japon"
3485,Sidneyleee,5.0,"Hotel Niwa Tokyo, Chiyoda, Japon"
3531,MzNomad,3.0,"nine hours Narita Airport, Narita, Japon"
3532,MzNomad,5.0,"The Royal Park Hotel Kyoto Shijo, Kyoto, Japon"
3547,SEASHELL18,4.0,"Tabibito no Yado e-Rooms, Hakone-machi, Japon"
3569,bhall4,5.0,"Oyado Koto no Yume, Takayama, Japon"
3570,bhall4,4.0,"Citadines Shinjuku Tokyo, Shinjuku, Japon"
3571,bhall4,4.0,"Sakuraya, Hatsukaichi, Japon"
3572,bhall4,4.0,"Citadines Karasuma-Gojo Kyoto, Kyoto, Japon"
3654,SuttonHill,4.0,"Hickory Wind, Tsurui-mura, Japon"
3655,SuttonHill,5.0,"Hotel Gracery Asakusa, Taito, Japon"
3656,SuttonHill,4.0,"Rausu Daiichi Hotel, Rausu-cho, Japon"
3657,SuttonHill,4.0,"Hokuten no Oka Lake Abashiri Tsuruga Resort, Abashiri, Japon"
3658,SuttonHill,3.0,"Hoshino Resorts OMO7 Asahikawa, Asahikawa, Japon"
3659,SuttonHill,2.0,"Richmond Hotel Sapporo Ekimae, Sapporo, Japon"
3660,SuttonHill,2.0,"The Royal Park Hotel Kyoto Sanjo, Kyoto, Japon"
3661,SuttonHill,5.0,"Yudanaka Seifuso, Yamanouchi-machi, Japon"
3662,SuttonHill,4.0,"Richmond Hotel Asakusa, Asakusa, Japon"
3698,Tracks1102,5.0,"Hilton Tokyo, Nishishinjuku, Japon"
3702,Tracks1102,5.0,"Osaka Marriott Miyako Hotel, Osaka, Japon"
3703,Tracks1102,4.0,"Citadines Central Shinjuku Tokyo, Kabukicho, Japon"
3733,Indigo_Scott,4.0,"Fujisan Onsen Bessho Sasa, Fujiyoshida, Japon"
3735,Indigo_Scott,4.0,"Park Hotel Tokyo, Minato, Japon"
3740,traveltheworldcs,5.0,"Grand Hyatt Tokyo, Roppongi, Japon"
3746,msneedle,5.0,"Hotel Century Southern Tower, Yoyogi, Japon"
3763,thegymlad,4.0,"Sheraton Grande Ocean Resort, Miyazaki, Japon"
3807,ahmedrD2583AE,4.0,"JR-East Hotel Mets Shibuya, Shibuya, Japon"
3808,ahmedrD2583AE,4.0,"Dai-ichi Hotel Ryogoku, Sumida, Japon"
3839,kaioatey,5.0,"Hotel Monterey Grasmere Osaka, Osaka, Japon"
3840,kaioatey,4.0,"Wakayama Marina City Hotel, Wakayama, Japon"
3844,bobcD6871YK,4.0,"Hotel Ichinose, Yamanouchi-machi, Japon"
3871,MarinaDelRey335,3.0,"Hilton Tokyo, Nishishinjuku, Japon"
3879,MarinaDelRey335,2.0,"Hotel Metropolitan Tokyo Ikebukuro, Toshima, Japon"
3880,MarinaDelRey335,2.0,"Sapporo Excel Hotel Tokyu, Sapporo, Japon"
3881,MarinaDelRey335,3.0,"Hilton Niseko Village, Niseko-cho, Japon"
3913,travelfw,5.0,"Hotel Niwa Tokyo, Chiyoda, Japon"
3914,travelfw,5.0,"Park Hotel Tokyo, Minato, Japon"
3915,travelfw,3.0,"APA Hotel Kyoto Eki Horikawadori, Kyoto, Japon"
3916,abellic,4.0,"Pullman Tokyo Tamachi, Minato, Japon"
3932,abellic,4.0,"Imperial Hotel Tokyo, Chiyoda, Japon"
3933,abellic,4.0,"ANA InterContinental Tokyo, Akasaka, Japon"
3943,abellic,5.0,"Grand Hyatt Tokyo, Roppongi, Japon"
3996,katherinel495,4.0,"Hilton Osaka, Osaka, Japon"
3997,katherinel495,5.0,"Ginsuiso Choraku, Kobé, Japon"
4001,katherinel495,4.0,"Hilton Nagoya, Sakae, Japon"
4002,katherinel495,5.0,"Togetsutei, Kyoto, Japon"
4003,katherinel495,5.0,"Hotel Anteroom Kyoto, Kyoto, Japon"
4004,katherinel495,5.0,"Hilton Osaka, Osaka, Japon"
4051,TinaMGonzalez,3.0,"The Royal Park Hotel Iconic Tokyo Shiodome, Minato, Japon"
4065,1985MatthewF,4.0,"Mitsui Garden Hotel Ginza Premier, Ginza, Japon"
4087,322s_rgioc,4.0,"Gion Hatanaka, Kyoto, Japon"
4095,mvuy,5.0,"Yufuin Lamp no Yado, Yufu, Japon"
4111,mvuy,5.0,"Tobu Hotel Levant Tokyo, Sumida, Japon"
4126,Vertau,3.0,"Hotel Gracery Shinjuku, Kabukicho, Japon"
4127,Vertau,5.0,"Honjin Hiranoya Bekkan, Takayama, Japon"
4128,Vertau,4.0,"Hotel Vista Kanazawa, Kanazawa, Japon"
4138,Lovecraft,5.0,"Hotel Granvia Kyoto, Kyoto, Japon"
4145,JonoLion,5.0,"The Royal Park Hotel Iconic Tokyo Shiodome, Minato, Japon"
4146,JonoLion,4.0,"Hilton Tokyo Narita Airport Hotel, Narita, Japon"
4197,KenD625,5.0,"Hotel Wing International Premium Tokyo Yotsuya, Yotsuya, Japon"
4222,WanderlustJournal,5.0,"Hotel Sunroute New Sapporo, Sapporo, Japon"
4225,WanderlustJournal,4.0,"Hotel Sunroute Plaza Shinjuku, Yoyogi, Japon"
4226,WanderlustJournal,4.0,"Premier Hotel -CABIN- Shinjuku, Kabukicho, Japon"
4231,Joy85,5.0,"Tokyu Stay Kyoto Shin-Kyogoku-Dori, Kyoto, Japon"
4232,Joy85,5.0,"Hiyori Hotel Osaka Namba, Osaka, Japon"
4234,Joy85,5.0,"Naha Tokyu REI Hotel, Naha, Japon"
4247,Joy85,4.0,"Hotel Sunroute Plaza Shinjuku, Yoyogi, Japon"
4261,685andreasv,4.0,"Konansou, Fujikawaguchiko-machi, Japon"
4262,685andreasv,4.0,"Hyatt Regency Kyoto, Kyoto, Japon"
4263,685andreasv,3.0,"Nakahara Bessou, Kagoshima, Japon"
4264,685andreasv,3.0,"Richmond Hotel Kumamoto Shinshigai, Kumamoto, Japon"
4286,RioTirta,5.0,"Pullman Tokyo Tamachi, Minato, Japon"
4386,JKWD,5.0,"Hotel Nikko Kansai Airport, Izumisano, Japon"
4387,JKWD,5.0,"ANA Crowne Plaza Osaka, Osaka, Japon"
4392,ericlR2606LJ,5.0,"Grand Hyatt Tokyo, Roppongi, Japon"
4394,Willow888,4.0,"Chisun Hotel Hiroshima, Hiroshima, Japon"
4395,Willow888,4.0,"Hotel Dormy Inn Nagasaki, Nagasaki, Japon"
4397,Haelist,5.0,"Shibuya Stream Excel Hotel Tokyu, Shibuya, Japon"
4399,Haelist,4.0,"HOTEL METROPOLITAN TOKYO MARUNOUCHI, Marunouchi, Japon"
4400,Haelist,5.0,"Shibuya Excel Hotel Tokyu, Shibuya, Japon"
4401,Haelist,5.0,"HOSHINOYA Tokyo, Otemachi, Japon"
4404,Haelist,5.0,"Hotel Century Southern Tower, Yoyogi, Japon"
4420,AlbertSolihull,3.0,"Keio Plaza Hotel Tokyo, Nishishinjuku, Japon"
4421,AlbertSolihull,3.0,"ANA Crowne Plaza Hiroshima, Hiroshima, Japon"
4422,AlbertSolihull,3.0,"RIHGA Royal Hotel Kyoto, Kyoto, Japon"
4423,AlbertSolihull,4.0,"Hida Hotel Plaza, Takayama, Japon"
4448,neilpha,5.0,"Hotel Century Southern Tower, Yoyogi, Japon"
4452,Desmondcheng,5.0,"Hotel WBF Art Stay Naha, Naha, Japon"
4453,Desmondcheng,2.0,"The Yuinchi Hotel Nanjo, Nanjo, Japon"
4480,nicholasy814,4.0,"Candeo Hotels Tokyo Roppongi, Roppongi, Japon"
4485,nicholasy814,4.0,"Hotel Boston Plaza Kusatsu Biwako, Kusatsu, Japon"
4486,nicholasy814,3.0,"APA Hotel Akihabara Ekimae, Chiyoda, Japon"
4520,489olam,4.0,"Hyatt Regency Tokyo, Nishishinjuku, Japon"
4521,489olam,5.0,"Grand Hyatt Tokyo, Roppongi, Japon"
4522,489olam,5.0,"Park Hyatt Tokyo, Nishishinjuku, Japon"
4523,489olam,4.0,"The Westin Rusutsu Resort, Rusutsu-mura, Japon"
4524,489olam,4.0,"ANA Crowne Plaza Hotel Chitose, Chitose, Japon"
4579,cr1557,3.0,"Citadines Central Shinjuku Tokyo, Kabukicho, Japon"
4591,phiflyers,4.0,"Conrad Tokyo, Minato, Japon"
4602,phiflyers,4.0,"Conrad Tokyo, Minato, Japon"
4620,Masahisa,4.0,"Hotel New Otani Osaka, Chuo, Japon"
4621,Masahisa,4.0,"Toba Hotel International, Toba, Japon"
4626,Masahisa,4.0,"Park Hyatt Tokyo, Nishishinjuku, Japon"
4691,thomas_destinations,4.0,"Andaz Tokyo Toranomon Hills, Toranomon, Japon"
4698,thomas_destinations,5.0,"Grand Hyatt Tokyo, Roppongi, Japon"
4746,mobetrotter,3.0,"Hinode Ryokan, Odawara, Japon"
4749,33warrenc,3.0,"Hotel Century Southern Tower, Yoyogi, Japon"
4750,33warrenc,4.0,"Moxy Tokyo Kinshicho, Sumida, Japon"
4805,lovetotravel52,5.0,"ANA InterContinental Tokyo, Akasaka, Japon"
4838,beauxl2002,5.0,"Hotel New Otani Garden Tower, Chiyoda, Japon"
4839,beauxl2002,4.0,"Hotel Gran MS Kyoto, Kyoto, Japon"
4840,beauxl2002,5.0,"The Royal Park Hotel Iconic Tokyo Shiodome, Minato, Japon"
4871,brucew969,2.0,"Furano Natulux Hotel, Furano, Japon"
4873,brucew969,5.0,"Mitsui Garden Hotel Osaka Premier, Osaka, Japon"
4874,brucew969,4.0,"Hotel Grand Bach Kyoto Select, Kyoto, Japon"
4875,brucew969,5.0,"Park Hotel Tokyo, Minato, Japon"
4876,brucew969,5.0,"Park Hotel Tokyo, Minato, Japon"
4883,strike77,4.0,"Park Hotel Tokyo, Minato, Japon"
4884,strike77,5.0,"Iwaso, Hatsukaichi, Japon"
4909,810MikeR,4.0,"Sheraton Miyako Hotel Osaka, Osaka, Japon"
4945,travelbugAmsterdam,4.0,"The Royal Park Hotel Iconic Tokyo Shiodome, Minato, Japon"
4959,Kepuhi-Dream,4.0,"Hilton Tokyo, Nishishinjuku, Japon"
4960,Kepuhi-Dream,4.0,"Hotel Granvia Kyoto, Kyoto, Japon"
4961,Kepuhi-Dream,5.0,"Park Hyatt Tokyo, Nishishinjuku, Japon"
5011,PurpleHazeUK,4.0,"Tokyu Stay Nishi-Shinjuku, Nishishinjuku, Japon"
5012,PurpleHazeUK,5.0,"nine hours Narita Airport, Narita, Japon"
5013,PurpleHazeUK,5.0,"Oyado Yoshinoya, Takayama, Japon"
5014,PurpleHazeUK,5.0,"Yogetsu, Kanazawa, Japon"
5015,PurpleHazeUK,4.0,"Capsule Ryokan Kyoto, Kyoto, Japon"
5016,PurpleHazeUK,4.0,"Ryoso Kawaguchi, Hatsukaichi, Japon"
5024,BajanFan,5.0,"Hotel Century Southern Tower, Yoyogi, Japon"
5025,BajanFan,5.0,"ANA Crowne Plaza Kyoto, Kyoto, Japon"
5067,kermadek,3.0,"Hilton Tokyo, Nishishinjuku, Japon"
5149,RealW0rldTraveller,4.0,"Miyako Hotel Yokkaichi, Yokkaichi, Japon"
5184,travelbugbite22,2.0,"ANA InterContinental Tokyo, Akasaka, Japon"
5185,travelbugbite22,5.0,"Miyabiyado Takemine, Shinjuku, Japon"
5218,Chefaujus,5.0,"Hotel Sunroute Plaza Shinjuku, Yoyogi, Japon"
5220,Chefaujus,2.0,"Hotel Monterey Grasmere Osaka, Osaka, Japon"
5222,Chefaujus,4.0,"HOTEL MYSTAYS Sapporo Aspen, Sapporo, Japon"
5226,Chefaujus,5.0,"Hotel Sunroute Plaza Shinjuku, Yoyogi, Japon"
5233,VincentRicci,5.0,"Nippondaira Hotel, Shizuoka, Japon"
5234,VincentRicci,3.0,"Miyazaki Kanko Hotel, Miyazaki, Japon"
5235,VincentRicci,3.0,"Hotel Monterey Okinawa Spa & Resort, Onna-son, Japon"
5236,VincentRicci,3.0,"Toyoko Inn Kitakami Station Shinkansen Entrance, Kitakami, Japon"
5237,VincentRicci,4.0,"Sukayu Onsen Ryokan, Aomori, Japon"
5238,VincentRicci,4.0,"SHIROYAMA HOTEL kagoshima, Kagoshima, Japon"
5239,VincentRicci,3.0,"Nishitetsu Inn Kochi Harimayabashi, Kochi, Japon"
5240,VincentRicci,3.0,"Takamatsu Tokyu REI Hotel, Takamatsu, Japon"
5241,VincentRicci,4.0,"Hotel Metropolitan Nagano, Nagano, Japon"
5242,VincentRicci,4.0,"Hotel Grand Hills Shizuoka, Shizuoka, Japon"
5243,VincentRicci,5.0,"InterContinental Hotel Osaka, Osaka, Japon"
5292,Gymrat76,4.0,"Daiwa Roynet Hotel Aomori, Aomori, Japon"
5293,Gymrat76,5.0,"Hotel Metropolitan Sendai East, Sendai, Japon"
5294,Gymrat76,4.0,"HOTEL METROPOLITAN TOKYO MARUNOUCHI, Marunouchi, Japon"
5295,Gymrat76,3.0,"Ginzanso, Obanazawa, Japon"
5307,GilGalad_GG,5.0,"Keio Plaza Hotel Tokyo, Nishishinjuku, Japon"
5381,Resmama,4.0,"Hotel Granvia Kyoto, Kyoto, Japon"
5382,Resmama,4.0,"Keio Plaza Hotel Tokyo, Nishishinjuku, Japon"
5468,todd_fix,4.0,"Fujisan Onsen Hotel Kaneyamaen, Fujiyoshida, Japon"
5469,todd_fix,3.0,"Hyatt Regency Tokyo, Nishishinjuku, Japon"
5488,NeonVenables,4.0,"Urbain Hiroshima Executive, Hiroshima, Japon"
5616,baileychow,5.0,"Swissotel Nankai Osaka, Namba, Japon"
5617,baileychow,4.0,"Mercure Tokyo Ginza, Ginza, Japon"
5622,baileychow,4.0,"Dai-ichi Hotel Tokyo, Shimbashi, Japon"
5641,Siera1408,4.0,"Marunouchi Hotel, Marunouchi, Japon"
5642,Siera1408,4.0,"Millennium Mitsui Garden Hotel Tokyo, Ginza, Japon"
5648,Siera1408,5.0,"Shangri-La Hotel, Tokyo, Marunouchi, Japon"
5649,Siera1408,4.0,"Yumoto Niseko Prince Hotel Hirafutei, Kutchan-cho, Japon"
5653,Siera1408,4.0,"The Freshwater, Kutchan-cho, Japon"
5655,Siera1408,5.0,"The Tokyo Station Hotel, Marunouchi, Japon"
5657,Siera1408,3.0,"APA Hotel Shimbashi Toranomon, Minato, Japon"
5663,Siera1408,4.0,"HOTEL METROPOLITAN TOKYO MARUNOUCHI, Marunouchi, Japon"
5678,fainafly,5.0,"Hakuba Powder Lodging, Hakuba-mura, Japon"
5679,fainafly,5.0,"Hilton Tokyo, Nishishinjuku, Japon"
5691,Stayoshi,4.0,"Shiroyamakan, Shirakawa-mura, Japon"
5692,Stayoshi,4.0,"Hotel Trusty Kanazawa Korinbou, Kanazawa, Japon"
5700,asishp2016,5.0,"Park Hyatt Tokyo, Nishishinjuku, Japon"
5703,311louisea,5.0,"Miru Niseko, Kutchan-cho, Japon"
5709,311louisea,4.0,"Park Hotel Tokyo, Minato, Japon"
5713,311louisea,4.0,"Hotel Ryumeikan Tokyo, Yaesu, Japon"
5725,wow77,4.0,"Hotel Sunroute Plaza Shinjuku, Yoyogi, Japon"
5727,wow77,3.0,"City Plaza Osaka, Chuo, Japon"
5728,wow77,4.0,"Mercure Sapporo, Sapporo, Japon"
5729,wow77,4.0,"Dormy Inn Premium Otaru, Otaru, Japon"
5730,wow77,5.0,"The Lake View Toya Nonokaze Resort, Toyako-cho, Japon"
5815,stephen787,4.0,"Grace Villa Nijo-jo Castle, Kyoto, Japon"
5818,stephen787,5.0,"Hilton Nagoya, Sakae, Japon"
5828,973sophiec,5.0,"Keio Plaza Hotel Tokyo, Nishishinjuku, Japon"
5866,MaricusaTravel,5.0,"Four Seasons Hotel Tokyo at Marunouchi, Marunouchi, Japon"
5867,MaricusaTravel,5.0,"The Ritz-Carlton, Kyoto, Kyoto, Japon"
5884,283bernadettea,4.0,"Park Hotel Tokyo, Minato, Japon"
5921,maweb31,4.0,"The Royal Park Hotel Iconic Tokyo Shiodome, Minato, Japon"
5989,LoyaltyLobby,2.0,"ANA Intercontinental Ishigaki Resort, Ishigaki-jima, Japon"
5990,LoyaltyLobby,3.0,"Hyatt Centric Kanazawa, Kanazawa, Japon"
5991,LoyaltyLobby,4.0,"Hyatt House Kanazawa, Kanazawa, Japon"
5992,LoyaltyLobby,2.0,"Hyatt Regency Hakone Resort and Spa, Hakone-machi, Japon"
5993,LoyaltyLobby,2.0,"ANA InterContinental Beppu Resort & Spa, Beppu, Japon"
5994,LoyaltyLobby,2.0,"Crowne Plaza ANA Nagasaki Gloverhill, Nagasaki, Japon"
5995,LoyaltyLobby,4.0,"Sheraton Grand Hiroshima Hotel, Hiroshima, Japon"
5996,LoyaltyLobby,4.0,"Hyatt Regency Naha, Okinawa, Naha, Japon"
5997,LoyaltyLobby,4.0,"Park Hyatt Niseko Hanazono, Niseko-cho, Japon"
5998,LoyaltyLobby,3.0,"Hilton Fukuoka Sea Hawk, Chuo, Japon"
5999,LoyaltyLobby,3.0,"Grand Hyatt Fukuoka, Hakata, Japon"
6000,LoyaltyLobby,2.0,"ANA Crowne Plaza Hiroshima, Hiroshima, Japon"
6001,LoyaltyLobby,3.0,"Hyatt Regency Yokohama, Yokohama, Japon"
6002,LoyaltyLobby,2.0,"Park Hyatt Kyoto, Kyoto, Japon"
6003,LoyaltyLobby,4.0,"Ibis Styles Kyoto Station, Kyoto, Japon"
6004,LoyaltyLobby,3.0,"Conrad Osaka, Osaka, Japon"
6087,brittannyb,5.0,"Daiwa Royal Hotel Grande Kyoto, Kyoto, Japon"
6088,brittannyb,5.0,"Tokyu Stay Ginza, Ginza, Japon"
6093,brittannyb,5.0,"The Millennials Kyoto, Kyoto, Japon"
6094,brittannyb,5.0,"Hyatt Regency Tokyo, Nishishinjuku, Japon"
6162,NandoCamilo,3.0,"Miyako City Osaka Tennoji, Osaka, Japon"
6163,NandoCamilo,3.0,"Shinagawa Prince Hotel, Takanawa, Japon"
6179,christineyfs,4.0,"Hotel Century Southern Tower, Yoyogi, Japon"
6180,christineyfs,3.0,"Arashiyama BENKEI, Kyoto, Japon"
6261,reezewahab,5.0,"Grand Hyatt Tokyo, Roppongi, Japon"
6286,Achooo_sg,4.0,"ANA InterContinental Tokyo, Akasaka, Japon"
6336,deviljoblack,4.0,"ANA InterContinental Tokyo, Akasaka, Japon"
6341,FoodieMookie,5.0,"Park Hyatt Tokyo, Nishishinjuku, Japon"
6393,fionayyy,4.0,"Hotel Lantana Naha Kokusai Dori, Naha, Japon"
6394,fionayyy,3.0,"Best Western Okinawa Kouki Beach, Nago, Japon"
6395,fionayyy,3.0,"Resort Hotel Buena Vista Nakijin, Nakijin-son, Japon"
6397,fionayyy,4.0,"Takenokura Sanso, Minamiaso-mura, Japon"
6399,fionayyy,5.0,"Kinmonco, Yufu, Japon"
6400,fionayyy,4.0,"Toyoko Inn Hakata-guchi Ekimae, Hakataekimae, Japon"
6401,fionayyy,4.0,"The Royal Park Hotel Tokyo Haneda, Ota, Japon"
6421,Redgrant,5.0,"Conrad Tokyo, Minato, Japon"
6422,Redgrant,5.0,"Conrad Osaka, Osaka, Japon"
6433,pcoolguy,5.0,"The Westin Tokyo, Meguro, Japon"
6436,pcoolguy,4.0,"The Westin Tokyo, Meguro, Japon"
6437,pcoolguy,3.0,"The Yokohama Bay Hotel Tokyu, Minatomirai, Japon"
6441,pcoolguy,5.0,"Hyatt Regency Tokyo, Nishishinjuku, Japon"
6476,benlimisella,4.0,"Citadines Shinjuku Tokyo, Shinjuku, Japon"
6479,benlimisella,5.0,"Kinnotake Sengokuhara, Hakone-machi, Japon"
6480,benlimisella,5.0,"Yuzuya Ryokan, Kyoto, Japon"
6481,benlimisella,4.0,"Shibuya Granbell hotel, Shibuya, Japon"
6494,FoodieGirl_VeganBoy,5.0,"RIHGA Royal Hotel Hiroshima, Hiroshima, Japon"
6496,FoodieGirl_VeganBoy,5.0,"Wakakusa no Yado Maruei, Fujikawaguchiko-machi, Japon"
6497,FoodieGirl_VeganBoy,4.0,"Hotel Sunroute Plaza Shinjuku, Yoyogi, Japon"
6515,Sarah53187,2.0,"Sarasa Hotel Namba, Osaka, Japon"
6531,rolal461,5.0,"Onsenji Yumedono Ryokan, Fujikawaguchiko-machi, Japon"
6532,rolal461,4.0,"Fuji Lake Hotel, Fujikawaguchiko-machi, Japon"
6535,rolal461,5.0,"Hilton Tokyo, Nishishinjuku, Japon"
6567,Bpkengor,4.0,"Hilton Tokyo Odaiba, Daiba, Japon"
6583,cirque,5.0,"Hilton Tokyo Bay, Maihama, Japon"
6584,cirque,5.0,"Conrad Tokyo, Minato, Japon"
6585,cirque,5.0,"Hilton Tokyo, Nishishinjuku, Japon"
6613,CloverIsSweet,3.0,"Radisson Hotel Narita, Tomisato, Japon"
6614,CloverIsSweet,5.0,"Earth Hostel, Nikko, Japon"
6615,CloverIsSweet,1.0,"Takimoto Inn, Noboribetsu, Japon"
6632,Marshaici,4.0,"Hotel Sunroute Plaza Shinjuku, Yoyogi, Japon"
6653,Vegemitelover,3.0,"Benesse House, Naoshima, Japon"
6654,Vegemitelover,4.0,"Daiwa Roynet Hotel Kyoto Shijo Karasuma, Kyoto, Japon"
6655,Vegemitelover,2.0,"Yaesu Terminal, Yaesu, Japon"
6656,Vegemitelover,4.0,"Hotel Ryumeikan Tokyo, Yaesu, Japon"
6782,HKGHK,5.0,"Lamp Lights Books Hotel Nagoya, Naka, Japon"
6783,HKGHK,4.0,"Daiwa Roynet Hotel Gifu, Gifu, Japon"
6784,HKGHK,5.0,"SOY, Takayama, Japon"
6785,HKGHK,4.0,"Best Western Hotel Takayama, Takayama, Japon"
6787,HKGHK,4.0,"Mitsui Garden Hotel Otemachi, Chiyoda, Japon"
6788,HKGHK,5.0,"Nozawa Grand Hotel, Nozawaonsen-mura, Japon"
6805,DWD26,5.0,"Dai-ichi Hotel Tokyo, Shimbashi, Japon"
6806,DWD26,4.0,"Nikko Station Hotel II, Nikko, Japon"
6807,DWD26,4.0,"Via Inn Nagoya Ekimae Tsubakicho, Nagoya, Japon"
6808,DWD26,5.0,"Yunoshimakan, Gero, Japon"
6809,DWD26,5.0,"Hotel Grand Arc Hanzomon, Chiyoda, Japon"
6840,Nick_2112,5.0,"Villa Ensoleille, Fujikawaguchiko-machi, Japon"
6841,Nick_2112,5.0,"Courtyard Tokyo Station, Chuo, Japon"
6842,Nick_2112,5.0,"Courtyard by Marriott Shin-Osaka Station, Osaka, Japon"
6851,Nick_2112,3.0,"Hyatt Regency Tokyo, Nishishinjuku, Japon"
6864,AndyHayler,5.0,"Grand Hyatt Tokyo, Roppongi, Japon"
6881,AndyHayler,5.0,"Grand Hyatt Tokyo, Roppongi, Japon"
6882,AndyHayler,5.0,"Kyoto Hotel Okura, Kyoto, Japon"
6890,Sengch,4.0,"Sotetsu Fresa Inn Nagano-Zenkojiguchi, Nagano, Japon"
6891,Sengch,4.0,"Sotetsu Fresa Inn Shimbashi-Karasumoriguchi, Shimbashi, Japon"
6892,Sengch,4.0,"Hoshino Resorts Oirase Keiryu Hotel, Towada, Japon"
6893,Sengch,5.0,"Park Hotel Tokyo, Minato, Japon"
6894,Sengch,4.0,"Hotel Okura Niigata, Niigata, Japon"
6895,Sengch,4.0,"Richmond Hotel Akita Ekimae, Akita, Japon"
6896,Sengch,4.0,"Richmond Hotel Aomori, Aomori, Japon"
6897,Sengch,4.0,"Hotel Gimmond Kyoto, Kyoto, Japon"
6898,Sengch,4.0,"Hotel Elcient Kyoto, Kyoto, Japon"
6899,Sengch,3.0,"Shinagawa Prince Hotel, Takanawa, Japon"
6900,Sengch,5.0,"Hotel MyStays Kyoto Shijo, Kyoto, Japon"
6901,Sengch,4.0,"Sapporo Grand Hotel, Sapporo, Japon"
6902,Sengch,5.0,"HOTEL MYSTAYS PREMIER Kanazawa, Kanazawa, Japon"
6903,Sengch,4.0,"Hotel Sunroute Plaza Shinjuku, Yoyogi, Japon"
6904,Sengch,4.0,"Cypress Karuizawa, Karuizawa-machi, Japon"
6905,Sengch,5.0,"Hotel de Yama, Hakone-machi, Japon"
6906,Sengch,5.0,"Hotel Nikko Narita, Narita, Japon"
6928,Mayaaaaa,3.0,"Hotel Sunroute New Sapporo, Sapporo, Japon"
6930,Mayaaaaa,4.0,"Dormy Inn Osaka Tanimachi, Chuo, Japon"
6938,Mayaaaaa,4.0,"Super Hotel Aomori, Aomori, Japon"
6939,Mayaaaaa,5.0,"Hanamaki Onsen Hotel Hanamaki, Hanamaki, Japon"
6942,Mayaaaaa,5.0,"Yumotokan, Otsu, Japon"
7035,foxegurl266,4.0,"Hinode Ryokan, Odawara, Japon"
7036,foxegurl266,4.0,"Kimi Ryokan, Toshima, Japon"
7045,sas820,5.0,"Conrad Osaka, Osaka, Japon"
7083,Theuniquetraveler,5.0,"Keio Plaza Hotel Tokyo, Nishishinjuku, Japon"
7097,maidenfan,5.0,"Keio Plaza Hotel Tokyo, Nishishinjuku, Japon"
7129,taketomono,5.0,"Century Marina Hakodate, Hakodaté, Japon"
7130,taketomono,5.0,"Kameya, Tsuruoka, Japon"
7131,taketomono,5.0,"Palace Hotel Tokyo, Marunouchi, Japon"
7132,taketomono,2.0,"Conrad Tokyo, Minato, Japon"
7133,taketomono,3.0,"Maholova Minds Miura, Miura, Japon"
7134,taketomono,5.0,"Fukiya, Yugawara-machi, Japon"
7143,vinz20,5.0,"Hilton Tokyo, Nishishinjuku, Japon"
7144,vinz20,5.0,"Hilton Tokyo Bay, Maihama, Japon"
7148,vinz20,4.0,"Courtyard by Marriott Shin-Osaka Station, Osaka, Japon"
7149,vinz20,4.0,"The Royal Park Hotel Kyoto Sanjo, Kyoto, Japon"
7150,vinz20,4.0,"Hilton Tokyo Bay, Maihama, Japon"
7151,vinz20,5.0,"Hilton Tokyo, Nishishinjuku, Japon"
7167,Michele489,5.0,"Bettei Umi To Mori, Choshi, Japon"
7168,Michele489,4.0,"Arai Ryokan, Izu, Japon"
7170,Michele489,4.0,"Hotel Villa Fontaine Grand Tokyo-Shiodome, Minato, Japon"
7171,Michele489,4.0,"Fuji View Hotel, Fujikawaguchiko-machi, Japon"
7176,Michele489,4.0,"Tofuya Resort & Spa Izu, Izu, Japon"
7177,Michele489,5.0,"Imperial Hotel Tokyo, Chiyoda, Japon"
7180,JapanPhotoGuide,4.0,"Hotel The Celestine Tokyo Shiba, Minato, Japon"
7181,JapanPhotoGuide,5.0,"Kurayado Iroha, Hatsukaichi, Japon"
